"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1NJBG0015","40.791492","-74.13979","17.7","2023-11",,,,"8","2",,,,,,,,,,,"2.74",,,,"3.72",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2023-12",,,,"13","8",,,,,,,,,,,"3.31",,,,"8.44",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2024-01",,,,"15","8",,,,,,,,,,,"2.48",,,,"6.16",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2024-02",,,,"8","7",,,,,,,,,,,"0.46",,,,"1.82",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2024-03",,,,"12","8",,,,,,,,,,,"3.14",,,,"9.11",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2024-04",,,,"14","7",,,,,,,,,,,"1.93",,,,"4.78",,,,,,,,
"US1NJBG0015","40.791492","-74.13979","17.7","2024-05",,,,"17","11",,,,,,,,,,,"0.68",,,,"3.74",,,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-06",,,,"11","6","0","0",,,,,,,"0","0.0","0.71",,,,"2.07","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-07",,,,"13","11","0","0",,,,,,,"0","0.0","2.02",,,,"8.73","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-08",,,,"12","10","0","0",,,,,,,"0","0.0","1.38",,,,"5.61","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-09",,,,"15","14","0","0",,,,,,,"0","0.0","4.38",,,,"12.87","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-10",,,,"9","8","0","0",,,,,,,"0","0.0","1.93",,,,"4.85","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.26",,,,"2.63","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2023-12",,,,"9","8","0","0",,,,,,,"0","0.0","2.89",,,,"7.44","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2024-01",,,,"14","9","11","2",,,,,,,"3","2.5","3.21",,,,"7.16","5.7",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2024-02",,,,"9","7","10","3",,,,,,,"8","5.0","0.75",,,,"2.50","12.7",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2024-03",,,,"14","10","0","0",,,,,,,"0","0.0","2.31",,,,"8.21","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2024-04",,,,"15","7","0","0",,,,,,,"0","0.0","1.10",,,,"4.05","0.0",,,,,,,
"US1NYWC0018","41.12996","-73.708161","117.3","2024-05",,,,"13","9","0","0",,,,,,,"0","0.0","1.20",,,,"4.34","0.0",,,,,,,
"US1NJMS0108","40.91267","-74.35163","103.3","2023-06",,,,"11","8",,,,,,,,,,,"2.48",,,,"6.07",,,,,,,,
"US1NJMS0108","40.91267","-74.35163","103.3","2023-11",,,,,,,,,,,,,,,,,,,,"3.43",,,,,,,,
"US1NJMS0108","40.91267","-74.35163","103.3","2024-05",,,,,,,,,,,,,,,,,,,,"4.45",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-06",,,,"10","8",,,,,,,,,,,"3.13",,,,"6.65",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-07",,,,"15","12",,,,,,,,,,,"2.55",,,,"9.74",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-08",,,,"10","8",,,,,,,,,,,"1.00",,,,"4.47",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-09",,,,,,,,,,,,,,,,,,,,"6.92",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-10",,,,"12","6",,,,,,,,,,,"0.72",,,,"3.19",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-11",,,,"7","3",,,,,,,,,,,"1.83",,,,"3.25",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2023-12",,,,"10","8",,,,,,,,,,,"4.50",,,,"10.55",,,,,,,,
"US1NJMS0106","40.983333","-74.323056","160.6","2024-01",,,,"12","10",,,,,,,,,,,"2.93",,,,"7.02",,,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-06",,,,"13","6","0","0",,,,,,,"0","0.0","0.38",,,,"1.35","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-07",,,,"16","9","0","0",,,,,,,"0","0.0","2.16",,,,"5.87","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-08",,,,"11","9","0","0",,,,,,,"0","0.0","0.92",,,,"3.70","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-09",,,,"14","10","0","0",,,,,,,"0","0.0","4.91",,,,"15.84","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-10",,,,"10","6","0","0",,,,,,,"0","0.0","0.84",,,,"3.22","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-11",,,,"3","2","0","0",,,,,,,"0","0.0","1.05",,,,"1.34","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2023-12",,,,"11","8","0","0",,,,,,,"0","0.0","3.26",,,,"8.79","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2024-01",,,,"16","11","8","2",,,,,,,"4","3.5","2.48",,,,"7.38","6.5",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2024-02",,,,"10","6","4","2",,,,,,,"5","5.0","0.71",,,,"2.15","7.7",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2024-03",,,,"11","9","0","0",,,,,,,"0","0.0","2.35",,,,"9.88","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2024-04",,,,"14","8","0","0",,,,,,,"0","0.0","1.24",,,,"4.07","0.0",,,,,,,
"US1NJMN0048","40.296952","-74.00151","7.9","2024-05",,,,"16","9","0","0",,,,,,,"0","0.0","0.64",,,,"2.68","0.0",,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-06",,,,"9","7",,,,,,,,,,,"1.81",,,,"5.21",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-07",,,,"14","11",,,,,,,,,,,"0.96",,,,"5.55",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-08",,,,"11","9",,,,,,,,,,,"1.42",,,,"5.48",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-09",,,,"15","12",,,,,,,,,,,"1.31",,,,"8.40",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-10",,,,"11","6",,,,,,,,,,,"1.00",,,,"3.04",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-11",,,,"5","2",,,,,,,,,,,"2.31",,,,"3.85",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2023-12",,,,"12","8",,,,,,,,,,,"4.14",,,,"10.21",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2024-01",,,,"16","11",,,,,,,,,,,"3.18",,,,"7.28",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2024-02",,,,"10","7",,,,,,,,,,,"0.40",,,,"2.09",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2024-03",,,,"14","8",,,,,,,,,,,"2.30",,,,"8.44",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2024-04",,,,"15","8",,,,,,,,,,,"1.47",,,,"4.83",,,,,,,,
"US1NJMS0102","40.74671","-74.376616","61.3","2024-05",,,,"16","10",,,,,,,,,,,"0.86",,,,"4.40",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2023-06",,,,,,,,,,,,,,,,,,,,"3.93",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2023-09",,,,,,,,,,,,,,,,,,,,"8.65",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2023-11",,,,,,,,,,,,,,,,,,,,"4.45",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2024-01",,,,"15","11",,,,,,,,,,,"3.17",,,,"7.70",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2024-02",,,,"8","7",,"3",,,,,,,,"4.7","0.55",,,,"2.03","11.2",,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2024-03",,,,,,,,,,,,,,,,,,,,"9.35",,,,,,,,
"US1NJES0031","40.835343","-74.208967","96.0","2024-04",,,,,,,,,,,,,,,,,,,,"3.19",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2023-06",,,,"8","7",,,,,,,,,,,"0.89",,,,"2.37",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2023-07",,,,"12","9",,,,,,,,,,,"2.10",,,,"5.47",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2023-11",,,,"3","3",,,,,,,,,,,"1.45",,,,"1.84",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2024-01",,,,"12","9",,,,,,,,,,,"2.68",,,,"7.15",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2024-02",,,,"6","4",,,,,,,,,,,"0.47",,,,"1.20",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2024-03",,,,"12","8",,,,,,,,,,,"2.46",,,,"9.92",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2024-04",,,,"13","7",,,,,,,,,,,"1.69",,,,"4.63",,,,,,,,
"US1NYSF0062","40.672621","-73.383889","3.7","2024-05",,,,"11","8",,,,,,,,,,,"0.84",,,,"3.09",,,,,,,,
"US1NJSM0099","40.648571","-74.464775","117.7","2024-05",,,,"14","12",,,,,,,,,,,"0.52",,,,"3.63",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-06",,,,"13","7",,,,,,,,,,,"0.96",,,,"2.44",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-07",,,,"14","9",,,,,,,,,,,"0.80",,,,"3.70",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-08",,,,"11","10",,,,,,,,,,,"1.38",,,,"6.43",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-09",,,,"13","12",,,,,,,,,,,"2.38",,,,"8.56",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-10",,,,"10","6",,,,,,,,,,,"1.60",,,,"5.34",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-11",,,,"5","4",,,,,,,,,,,"2.07",,,,"3.23",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2023-12",,,,"10","8",,,,,,,,,,,"2.54",,,,"6.69",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-01",,,,"17","10",,,,,,,,,,,"1.16",,,,"4.81",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-02",,,,"8","5",,,,,,,,,,,"0.47",,,,"1.66",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-03",,,,"11","6",,,,,,,,,,,"2.08",,,,"6.54",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-04",,,,"11","7",,,,,,,,,,,"0.91",,,,"3.02",,,,,,,,
"US1NJHD0018","40.774342","-74.137109","25.6","2024-05",,,,"14","10",,,,,,,,,,,"0.87",,,,"3.75",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-06",,,,"12","6",,,,,,,,,,,"1.74",,,,"3.78",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-07",,,,"14","9",,,,,,,,,,,"1.43",,,,"5.37",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-08",,,,"9","7",,,,,,,,,,,"1.27",,,,"5.03",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-09",,,,"16","14",,,,,,,,,,,"2.92",,,,"10.21",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-10",,,,"11","6",,,,,,,,,,,"0.87",,,,"3.48",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-11",,,,"6","2",,,,,,,,,,,"2.20",,,,"3.78",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2023-12",,,,"11","8",,,,,,,,,,,"4.51",,,,"10.21",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-01",,,,"13","8",,,,,,,,,,,"3.09",,,,"7.24",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-03",,,,"12","8",,,,,,,,,,,"2.51",,,,"8.74",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-04",,,,"16","5",,,,,,,,,,,"1.51",,,,"4.17",,,,,,,,
"US1NJES0019","40.8615","-74.2775","81.4","2024-05",,,,,,,,,,,,,,,,,,,,"5.08",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-06",,,,"12","7",,,,,,,,,,,"1.04",,,,"2.74",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-07",,,,"14","11",,,,,,,,,,,"1.44",,,,"5.30",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-08",,,,"10","10",,,,,,,,,,,"1.16",,,,"5.65",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-09",,,,"15","13",,,,,,,,,,,"1.55",,,,"9.21",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-11",,,,"7","2",,,,,,,,,,,"2.67",,,,"3.89",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2023-12",,,,"9","7",,,,,,,,,,,"3.03",,,,"5.58",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-01",,,,"18","9",,,,,,,,,,,"1.99",,,,"5.55",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-02",,,,"11","7",,,,,,,,,,,"0.62",,,,"2.08",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-03",,,,"14","9",,,,,,,,,,,"2.54",,,,"8.90",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-04",,,,"13","7",,,,,,,,,,,"1.68",,,,"4.83",,,,,,,,
"US1NJES0018","40.724466","-74.259542","72.5","2024-05",,,,"15","11",,,,,,,,,,,"0.70",,,,"4.02",,,,,,,,
"USW00094728","40.77898","-73.96925","42.7","2023-06","3.8","246","163","9","5","0","0","0","0","0","27","1","49","0","0.0","0.51","91","3897","13","1.62","0.0","70.0","77.8","62.3","60","20","18.1","28"
"USW00094728","40.77898","-73.96925","42.7","2023-07","2.7","682","436","12","10","0","0","0","0","0","31","5","66","0","0.0","1.32","93","0","0","5.33","0.0","79.1","86.4","71.7","100","240","28.0","41"
"USW00094728","40.77898","-73.96925","42.7","2023-08","3.8","992","310","12","10","0","0","0","0","0","31","0","63","0","0.0","1.33","88","0","0","6.57","0.0","75.0","81.7","68.3","290","210","18.1","30"
"USW00094728","40.77898","-73.96925","42.7","2023-09","4.7","1165","173","14","12","0","0","0","0","0","20","4","50","0","0.0","5.48","93","41","41","14.25","0.0","69.4","75.7","63.1","60","40","23.0","37"
"USW00094728","40.77898","-73.96925","42.7","2023-10","3.8","1209","43","9","7","0","0","0","0","0","10","0","45","0","0.0","0.84","83","224","183","3.90","0.0","60.5","66.7","54.3","310","300","18.1","31"
"USW00094728","40.77898","-73.96925","42.7","2023-11","4.9","1209","0","6","3","0","0","0","3","0","0","0","27","0","0.0","1.93","67","773","549","2.95","0.0","46.7","53.3","40.1","120","130","17.0","29"
"USW00094728","40.77898","-73.96925","42.7","2023-12","5.1","1209","0","10","8","0","0","0","5","0","0","0","25","0","0.0","2.21","62","1405","631","6.71","0.0","44.6","49.7","39.6","80","170","21.9","36"
"USW00094728","40.77898","-73.96925","42.7","2024-01","6.7","0","0","16","9","8","1","0","13","6","0","0","17","1","1.3","1.73","60","2272","867","5.28","2.3","37.0","42.0","32.1","60","50","25.9","44"
"USW00094728","40.77898","-73.96925","42.7","2024-02","5.8","0","0","8","5","3","2","0","14","0","0","0","23","2","3.2","0.77","62","2994","722","2.05","5.2","40.1","46.2","33.9","280","290","28.0","49"
"USW00094728","40.77898","-73.96925","42.7","2024-03","6.5","0","0","12","7","0","0","0","4","0","2","0","29","0","0.0","3.66","74","3516","522","9.07","0.0","48.1","55.7","40.6","310","290","25.9","53"
"USW00094728","40.77898","-73.96925","42.7","2024-04","5.8","18","18","14","6","0","0","0","0","0","8","0","37","0","0.0","1.55","87","3816","299","3.48","0.0","55.6","63.8","47.4","60","40","33.1","59"
"USW00094728","40.77898","-73.96925","42.7","2024-05","4.0","103","85","13","10","0","0","0","0","0","21","0","47","0","0.0","0.96","84","3903","87","4.11","0.0","65.0","72.5","57.4","60","70","18.1","33"
"US1NYRC0016","40.615654","-74.145561","11.3","2023-06",,,,"9","6",,,,,,,,,,,"0.72",,,,"2.64",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-07",,,,"13","9",,,,,,,,,,,"2.13",,,,"6.76",,,,,,,,
"US1NYRC0016","40.615654","-74.145561","11.3","2023-12",,,,"8","8",,,,,,,,,,,"2.73",,,,"8.05",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-06",,,,"11","5",,,,,,,,,,,"0.64",,,,"1.65",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-09",,,,"14","10",,,,,,,,,,,"3.18",,,,"14.51",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-10",,,,"11","5",,,,,,,,,,,"1.13",,,,"3.28",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-11",,,,"3","2",,"0",,,,,,,,"0.0","1.41",,,,"1.84","0.0",,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2023-12",,,,"10","8",,,,,,,,,,,"2.85",,,,"8.39",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-01",,,,"13","9",,,,,,,,,,,"3.02",,,,"8.34",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-02",,,,"9","6",,,,,,,,,,,"0.55",,,,"2.14",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-03",,,,"11","9",,,,,,,,,,,"2.73",,,,"10.57",,,,,,,,
"US1NJMN0010","40.3034","-74.040017","12.8","2024-05",,,,"13","9",,,,,,,,,,,"0.40",,,,"2.46",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-06",,,,,,,,,,,,,,,,,,,,"3.98",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-07",,,,"14","12",,,,,,,,,,,"3.10",,,,"11.58",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-08",,,,"13","8",,,,,,,,,,,"1.22",,,,"5.25",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-09",,,,"17","13",,,,,,,,,,,"2.65",,,,"12.70",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-10",,,,"15","8",,,,,,,,,,,"1.24",,,,"4.23",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-11",,,,,,,,,,,,,,,,,,,,"3.27",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2023-12",,,,"12","8",,,,,,,,,,,"3.85",,,,"9.07",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2024-01",,,,"13","7",,,,,,,,,,,"3.84",,,,"6.58",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2024-03",,,,"13","7",,,,,,,,,,,"1.85",,,,"7.37",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2024-04",,,,,,,,,,,,,,,,,,,,"4.98",,,,,,,,
"US1NYRL0011","41.143928","-74.040828","175.0","2024-05",,,,"16","12",,,,,,,,,,,"0.59",,,,"3.74",,,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-06",,,,"7","7",,"0",,,,,,,,"0.0","2.70",,,,"5.21","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-07",,,,"14","13","0","0",,,,,,,"0","0.0","1.80",,,,"7.85","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-09",,,,"16","12","0","0",,,,,,,"0","0.0","1.64",,,,"9.30","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-10",,,,"12","7","0","0",,,,,,,"0","0.0","0.98",,,,"4.69","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.68",,,,"3.18","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2023-12",,,,"10","7",,"0",,,,,,,,"0.0","5.24",,,,"11.49","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2024-01",,,,"14","11","12","4",,,,,,,"6","5.5","3.34",,,,"8.05","9.5",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2024-02",,,,"9","6","10","3",,,,,,,"7","4.8","0.54",,,,"1.97","11.4",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2024-03",,,,"14","8","0","0",,,,,,,"0","0.0","2.22",,,,"8.09","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2024-04",,,,"13","4","0","0",,,,,,,"0","0.0","1.54",,,,"4.27","0.0",,,,,,,
"US1NJBG0023","41.01905","-74.233383","149.4","2024-05",,,,"15","14","0","0",,,,,,,"0","0.0","0.80",,,,"4.85","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-06",,,,"13","8","0","0",,,,,,,"0","0.0","1.43",,,,"4.67","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-07",,,,"15","13","0","0",,,,,,,"0","0.0","2.78",,,,"9.58","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-08",,,,"13","9","0","0",,,,,,,"0","0.0","1.29",,,,"5.00","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-09",,,,"14","11","0","0",,,,,,,"0","0.0","1.93",,,,"11.45","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-10",,,,"12","8",,"0",,,,,,,,"0.0","1.31",,,,"4.31","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-11",,,,"6","3","0","0",,,,,,,"0","0.0","1.33",,,,"2.90","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2023-12",,,,"12","8","0","0",,,,,,,"0","0.0","3.24",,,,"7.68","0.0",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2024-01",,,,"15","11","12","2",,,,,,,"4","4.1","3.03",,,,"6.83","7.6",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2024-02",,,,"11","6","10","3",,,,,,,"7","4.8","0.51",,,,"2.11","11.7",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2024-03",,,,"14","8","0","0",,,,,,,"0","0.1","1.64",,,,"6.85","0.1",,,,,,,
"US1NYRL0013","41.0916807","-74.0593445","160.6","2024-05",,,,"14","11",,"0",,,,,,,,"0.0","1.07",,,,"4.13","0.0",,,,,,,
"USW00054787","40.73443","-73.41637","22.8","2023-06","7.6","163","125","10","8",,,"0","0","0","28","0","49",,,"0.53","83","4255","21","2.49",,"68.5","76.6","60.3","10","20","30.0","40"
"USW00054787","40.73443","-73.41637","22.8","2023-07","7.8","574","411","10","8",,,"0","0","0","31","4","63",,,"0.72","92","0","0","2.73",,"78.3","85.5","71.0","190","300","28.0","39"
"USW00054787","40.73443","-73.41637","22.8","2023-08","8.1","870","296","9","9",,,"0","0","0","31","0","61",,,"0.65","89","0","0","3.60",,"74.6","81.6","67.5","200","310","25.9","36"
"USW00054787","40.73443","-73.41637","22.8","2023-09","8.1","1050","179","11","8",,,"0","0","0","22","5","52",,,"3.21","94","35","35","5.28",,"69.8","76.7","62.9","80","90","30.0","38"
"USW00054787","40.73443","-73.41637","22.8","2023-10","6.7","1074","24","6","5",,,"0","0","0","11","0","43",,,"0.56","82","222","187","1.91",,"59.8","67.8","51.7","160","290","23.0","39"
"USW00054787","40.73443","-73.41637","22.8","2023-11","7.4","1074","0","5","3",,,"0","9","0","0","0","26",,,"1.05","66","833","611","1.61",,"44.6","53.3","36.0","120","130","33.1","45"
"USW00054787","40.73443","-73.41637","22.8","2023-12","7.6","1074","0","8","6",,,"0","8","0","0","0","25",,,"3.20","61","1516","683","7.72",,"43.0","49.5","36.5","140","130","38.0","55"
"USW00054787","40.73443","-73.41637","22.8","2024-01","8.9","0","0","10","6",,,"0","17","5","0","0","17",,,"1.73","59","2416","900","4.50",,"36.0","41.7","30.2","150","140","40.9","59"
"USW00054787","40.73443","-73.41637","22.8","2024-02","8.5","0","0","7","5",,,"0","19","0","0","0","20",,,"0.36","57","3214","798","1.17",,"37.5","44.2","30.7","300","280","30.0","52"
"USW00054787","40.73443","-73.41637","22.8","2024-03","10.3","0","0","11","6",,,"0","4","0","1","0","27",,,"2.40","72","3780","566","8.54",,"46.7","54.6","38.9","280","320","30.0","52"
"USW00054787","40.73443","-73.41637","22.8","2024-04","9.6","7","7","10","6",,,"0","0","0","4","0","34",,,"0.99","83","4189","410","2.81",,"51.6","59.6","43.5","160","90","33.1","51"
"USW00054787","40.73443","-73.41637","22.8","2024-05","8.1","61","54","12","8",,,"0","0","0","18","0","43",,,"0.72","86","4321","132","2.70",,"62.5","69.9","55.0","30","30","25.9","42"
"US1NYWC0049","40.9382","-73.72872","9.8","2024-01",,,,,,,,,,,,,,,,,,,,"5.94",,,,,,,,
"US1NYWC0049","40.9382","-73.72872","9.8","2024-03",,,,"14","8",,,,,,,,,,,"3.62",,,,"10.08",,,,,,,,
"US1NYWC0049","40.9382","-73.72872","9.8","2024-05",,,,"13","9",,,,,,,,,,,"1.20",,,,"4.29",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-06",,,,"12","6",,,,,,,,,,,"0.99",,,,"2.92",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-07",,,,"13","9",,,,,,,,,,,"0.89",,,,"4.81",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-08",,,,"11","7",,,,,,,,,,,"1.65",,,,"5.03",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-09",,,,"15","14",,,,,,,,,,,"2.56",,,,"12.54",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-10",,,,"12","5",,,,,,,,,,,"0.98",,,,"2.23",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-11",,,,"4","2",,,,,,,,,,,"1.46",,,,"1.85",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2023-12",,,,"11","8",,,,,,,,,,,"2.88",,,,"9.22",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2024-01",,,,"16","10",,,,,,,,,,,"2.23",,,,"6.95",,,,,,,,
"US1NJMN0012","40.320403","-74.19268","32.6","2024-02",,,,"11","6",,,,,,,,,,,"0.81",,,,"2.05",,,,,,,,
